account_number,credit_score,demand_response,load_factor,peak_compliance,seasonal_stability,payment_history_score,budget_billing,payment_plan,channel_consistency,return_frequency,autopay_status,late_payments_30,late_payments_60,late_payments_90,meter_access,safety_compliance,service_calls,emergency_incidents,meter_reading_consistency,infrastructure_participation,multi_service,years_of_service,transfer_history,premise_correlation,authorized_users,paperless_billing,zip_code,weather_sensitivity,regional_delinquency_rate,income,debt_to_income,utilization_rate,days_since_last_late,average_monthly_bill,peak_season_performance,consumption_volatility,peak_time_usage,off_peak_usage,usage_predictability,recent_payments_ontime,risk_category,risk_score
ACC000254,604.0315017022994,0.4024715872895746,0.5315115288591571,0.7881415773672917,0.6756598448662077,76.55017110864544,False,True,0.8587234578457458,0.1186781575282523,enrolled,2,0,0,0.8899917402638973,0.90852556103862,1,0,0.6857176381629689,False,False,7.450255213026048,0,0.6053067491683473,3,False,10038,0.5934029943920281,0.1333509493608968,92415.7337410664,0.0587715874368715,0.3916875445516087,153.89996223701095,588.751098628976,excellent,0.1287586461090844,0.5797986124755394,0.8106918363095955,predictable,0.8333333333333334,Very High,62.37175197047348
ACC000255,655.7882963566874,0.9047878550429151,0.5945914694287104,0.8144245669317304,0.9525275991674306,93.33183057472893,False,False,0.8525231800393173,0.2138609403977554,enrolled,0,0,0,0.7974839190672139,0.8444709384649185,2,0,0.8073665020149509,False,False,5.939376418239304,2,0.5204568197727839,2,True,10080,0.5986994543930424,0.4528291600391963,24399.25370758806,0.3629167165319841,0.6101919858581537,126.13313536614956,388.2768230325182,good,0.4093131616659928,0.8713073078245687,0.6605667484102883,variable,1.0,High,73.67358105300765
ACC000256,743.3455574593312,0.575935909738123,0.7911763316547334,0.7222353966670049,0.5093128744459575,80.85118607184351,True,True,0.7830587895608854,0.3129673057107279,not_enrolled,0,0,0,0.8656678418458158,0.9345767119971096,0,1,0.916962420261918,False,False,1.0939979368229855,0,0.8384766286614526,3,True,10058,0.3857047520489881,0.1052609705458015,57762.857847537634,0.1598300992267116,0.4181463611045171,131.01183250577853,478.5762311120985,excellent,0.3330338995786829,0.4101717626149267,0.3315205377211718,highly_predictable,1.0,Very Low,75.66914822725639
ACC000257,644.616526719061,0.6891243175778775,0.6927469231221574,0.681912516427171,0.5435989751459928,86.17640619066192,True,True,0.7092000681164409,0.5325373163930437,not_enrolled,1,0,0,0.9335574305141744,0.9970601674222362,1,0,0.8320255601180844,False,False,12.162778552045491,0,0.6608317898856215,2,False,10022,0.800330573191489,0.1177058230534956,47331.574859883,0.2895897604650074,0.6706237787811925,245.08993908374123,368.32006013449467,fair,0.1583216041993039,0.3580843551955181,0.3140406682043493,predictable,0.9166666666666666,High,69.6724721252226
ACC000258,702.1909714073114,0.676874446326688,0.5924362137210936,0.823376796319384,0.8088587632654065,90.29943786769071,False,False,0.8303903287074154,0.3321287565890208,not_enrolled,0,0,0,0.6876412282714005,0.9979950395246407,0,0,0.6122458066602648,False,False,3.6779765219917255,0,0.8957609931389363,4,True,10011,0.8267392369361639,0.0928468381270143,47226.78004441237,0.2025487051848599,0.3628707911347932,105.21640207448152,321.2452409221798,fair,0.1835248542080145,0.4498599757253312,0.511432382000788,predictable,1.0,Low,69.36832077475088
ACC000259,718.7317026714668,0.783002855348041,0.4488512562393587,0.6655859299141097,0.4758054749935546,65.76016116491685,False,False,0.974195149920006,0.2930158795054212,enrolled,0,0,0,0.9662689412740764,0.8949126368062365,1,0,0.7455239865243773,False,False,9.307460814991646,0,0.7878133807299526,2,False,10076,0.4201566182362365,0.1774273207433311,48697.62154920658,0.106879873347337,0.2094449521945275,219.40287593938,291.4797433647,good,0.1584422115015439,0.3743720712543067,0.1740580203026418,highly_variable,1.0,Low,63.706141682478304
ACC000260,633.6534764210959,0.7995021858540885,0.680351678513626,0.8768641196058351,0.6879441103448997,92.34390476614988,False,False,0.912680885271134,0.2117908340345278,not_enrolled,2,0,0,0.9874659175059696,0.8772763126643927,1,0,0.9568095153898288,False,False,9.472322183813215,0,0.8326457693482625,1,True,10068,0.7114900617619876,0.2283969496445072,71009.68147338381,0.3467132215676322,0.4621076656347442,191.9790713305937,218.708850199405,good,0.4104854910408788,0.4108637454475791,0.5747860550484849,variable,0.8333333333333334,Very High,61.93489483609834
ACC000261,677.02373219691,0.7459013491957945,0.56242870245416,0.8961326673470239,0.2936746301210462,78.02892463563703,True,False,0.7140765240308174,0.0678920165382556,enrolled,1,0,0,0.9773513740980152,0.9662918718711028,2,1,0.9192774485577724,False,False,7.652080969779673,0,0.3855223070759851,3,False,10014,0.4421847515610123,0.1144031069193992,57879.21909626352,0.0736281665408239,0.6200429153896452,204.4372582498724,675.0806581776607,poor,0.2977575588078105,0.3540042615154324,0.6780184677878448,predictable,0.9166666666666666,Medium,72.96780637958663
ACC000262,517.9366329965463,0.3656093417028459,0.5925538035815268,0.817669198088126,0.5961510911079997,75.27993975308608,False,False,0.6628146200434424,0.2343920560561551,enrolled,0,0,0,0.9613174943727848,0.9467830653059266,0,0,0.7420659391036772,False,True,8.387126086595426,0,0.5318171642366736,4,True,10059,0.5077661745174264,0.1865475330471029,77217.07778734996,0.207469042586513,0.2389461884899413,259.07755530773824,564.2040559771517,good,0.3398366742768799,0.2216260026125094,0.3509597636969263,predictable,1.0,Very High,56.10189248571072
ACC000263,628.7806179332855,0.4835948948170687,0.8371617828332076,0.7689945212989084,0.3710935852805493,81.93443439441953,True,False,0.658596550793226,0.1301740519011252,not_enrolled,1,0,0,0.9915917769646336,0.9289945390037578,0,0,0.894563114769955,False,True,15.11006688831436,0,0.9003118963099831,1,True,10063,0.5682661523600093,0.3342209002813281,106301.6005593004,0.2551262253609318,0.4472952040284179,130.58317413768464,1350.5191473122577,fair,0.1832487795572264,0.4587163539203329,0.3106453630815086,predictable,0.9166666666666666,Very High,58.447707093150285
ACC000264,667.3715924303419,0.7624278782236864,0.402070744711348,0.5284800455608617,0.4168924926267323,80.00817311931579,False,False,0.7124900627795987,0.348828200227621,enrolled,0,0,0,0.8555978988199856,0.9728340461464402,3,0,0.8984614699146409,False,False,1.212276491890966,0,0.6279718186795229,4,False,10001,0.38333536903742,0.3138875039602359,73964.41220202524,0.4907366831131341,0.1754836576988091,123.777107445683,470.993802997031,fair,0.0581300492771456,0.4247135187355732,0.2731279410422845,predictable,1.0,High,73.56182296560986
ACC000265,617.6108409017576,0.6770937463141705,0.5277182810129757,0.5356975289548835,0.4586833614390975,81.32556518156899,False,False,0.7250343172698581,0.097545633909067,enrolled,1,0,0,0.9059684537566997,0.9939195919942548,2,0,0.885743866998863,False,True,7.182253324493942,0,0.7994424820308065,2,True,10069,0.5371039662610153,0.6656718882755176,72790.3638445383,0.4344845070679042,0.5145440227231032,129.8472435668992,475.7726114768968,fair,0.1657523272994551,0.416384974648285,0.6699820316303147,variable,0.9166666666666666,Very High,63.86238584627095
ACC000266,761.6205651965818,0.7176769241561786,0.8297271075306893,0.7713072688525207,0.6823183709074264,85.54886890588436,True,True,0.9009290611476024,0.2057898352357734,enrolled,1,0,0,0.948168272456063,0.7665175399151783,2,0,0.8721323906544786,True,False,9.372723593254044,1,0.7620268373008108,1,True,10063,0.7157667621792513,0.1492961712709785,53735.03969026349,0.1815356649836399,0.1587495809488744,82.48395859083173,166.50763647991678,fair,0.0701570938868194,0.5413473695639162,0.2612591927450789,highly_variable,0.9166666666666666,Very Low,78.80086505481717
ACC000267,608.4929311019683,0.7593776926947976,0.5263277168687784,0.7057776917189029,0.6896704406252943,80.45589200701342,True,False,0.651021632045668,0.3784509689915005,not_enrolled,0,0,0,0.9443244953860572,0.9055260920619888,4,0,0.7385510223679546,False,True,1.8796797720626783,1,0.6674782480372577,2,True,10035,0.8931609908343692,0.2827527962792911,76779.99454452029,0.1403467930619788,0.309732654111091,110.7179875134264,700.4336697518306,excellent,0.5240622341798619,0.4309511821376783,0.407516080571056,variable,1.0,Very High,78.67362017100558
ACC000268,657.9977756651508,0.781937800544774,0.4575746274601361,0.9042767985758328,0.6313628957163924,72.5866572684762,True,False,0.5113978430043818,0.1916935495405869,not_enrolled,0,0,0,0.852441599905055,0.9253297298051264,2,0,0.5643497894037686,False,False,8.307278140434269,0,0.4357833249156009,2,True,10086,0.4173926308241287,0.1475908379559864,64549.75649379454,0.0722970134874046,0.1249381152226734,111.79257967034196,547.5313339619325,good,0.4041983705512251,0.4127574019105662,0.2771410952255261,highly_predictable,1.0,High,65.95039607273652
ACC000269,686.5370288643046,0.8146615321387158,0.5445836031959181,0.9207029397068108,0.2510576755514019,75.67908492849934,True,True,0.7186371897470825,0.3543147094032147,not_enrolled,1,1,0,0.7508600798297766,0.9906640831228436,4,0,0.7202239497806862,False,False,2.615824937100012,1,0.4811177208629494,3,False,10012,0.4368682081904851,0.2923728335868129,48616.88907574616,0.1921841861989994,0.2323562230301842,111.96917025974678,401.9930164645082,good,0.1644514267039825,0.6241631077228397,0.7684951714057867,predictable,0.9166666666666666,Medium,84.36316583385683
ACC000270,752.0636644533058,0.6681106398506383,0.7968973768493206,0.972725080941863,0.4148768778650176,92.74677737389918,False,False,0.8029106817519513,0.2661260354045625,not_enrolled,0,1,1,0.985549406926128,0.9622315658680304,1,0,0.7171627781713329,True,False,4.188296959896209,0,0.8798315320929635,2,True,10001,0.5689823649430926,0.3844398386815094,60185.198126584975,0.2554311924908025,0.3562899238533504,235.31026702639147,249.9108999445021,poor,0.1452713060692069,0.4412413650944747,0.4733134640355553,predictable,1.0,Very Low,71.37624554548238
ACC000271,608.206892441028,0.6669926561314796,0.6535220686468055,0.939031269757734,0.5963906497701689,76.9312425366966,True,False,0.8463227576533991,0.5338889544210245,not_enrolled,0,0,0,0.9891583491798824,0.8303082716271543,2,0,0.922343417385072,False,True,4.835492866036235,1,0.8724232821966377,3,True,10004,0.5744275370896391,0.1692329131415204,50587.94499086656,0.3158514962984652,0.190745806846168,363.11803308239206,622.8584815904003,excellent,0.4524710444687778,0.3160584052065655,0.4063583600656963,highly_variable,1.0,Very High,75.99467225140299
ACC000272,738.158187607748,0.6583231268111082,0.5292294629397153,0.497620282469185,0.6351789484542132,44.458256045907824,False,False,0.9346391787732318,0.1525414724697165,not_enrolled,1,0,0,0.6968090063409873,0.9369107593499724,4,0,0.7168383552868367,False,False,3.44025170664658,0,0.7308207432721923,1,False,10039,0.4380638797942784,0.1932766018323725,73996.98930120628,0.1121831942828862,0.3460785292367856,48.456504699607706,201.5587920928956,excellent,0.4151259438334883,0.3520281904461854,0.4086046434785225,predictable,0.9166666666666666,Very Low,68.55774763168142
ACC000273,680.5116530509794,0.7285375953773546,0.6817999779445543,0.651604999780747,0.18883741048778,77.19087829910929,False,False,0.9531715075921025,0.0538199750387758,enrolled,0,0,0,0.8155300711668446,0.9966287447245188,0,0,0.909788524453278,True,False,5.177213792559746,0,0.7546093354771611,1,True,10079,0.3577016372794576,0.3908324103253774,31344.16865185981,0.1466145580220703,0.1020679841105332,145.88625718068104,443.2636395910532,good,0.4311746347702245,0.7125113722549915,0.377588387585292,variable,1.0,Medium,54.462662799756615
ACC000274,630.9245674476025,0.8031462725126499,0.8229217254879561,0.8936199242913218,0.8174982359624484,61.32091504157698,False,False,0.7492248361084288,0.0718279554600471,enrolled,0,0,1,0.6172302366494289,0.9850369021682585,2,0,0.7266160650515484,False,False,6.230322632516072,0,0.7907542123645916,1,True,10063,0.2982070560732634,0.4559315394968907,58505.75575998423,0.3493678236099356,0.3403510885597522,154.64828019930417,593.7435807084465,fair,0.0688952963788519,0.5846242460693877,0.642152203964795,highly_predictable,1.0,Very High,60.29928720998383
ACC000275,703.1051737131636,0.7580987923034914,0.5606160534091194,0.5971576121164168,0.5472671375335829,94.97616636045224,True,False,0.8091234234498336,0.0533888788699804,not_enrolled,0,0,0,0.9774321043129696,0.868614244242359,3,0,0.70656398348436,True,False,2.182558478230874,0,0.8418440746415486,3,True,10038,0.5010181088293718,0.2115288377474725,75940.39455225893,0.374393159934216,0.5034037585758194,211.11054993114485,467.9729412852955,excellent,0.7271315015503416,0.6739365101421038,0.7599473493421796,predictable,1.0,Low,77.19139762535028
ACC000276,689.9529847786735,0.9055494790817508,0.4907505534056615,0.7125384933425173,0.4151341732220657,90.7694625767628,False,False,0.6822953397645624,0.143542501690454,enrolled,0,0,0,0.9944394390373352,0.984393660630044,1,1,0.8886103192510016,False,False,10.235073302146118,0,0.7223094856551658,3,True,10034,0.3395409378990962,0.1638098729737551,83481.50387969517,0.4804993180376083,0.3878459708032136,81.44002475697964,396.3330356806526,good,0.4113396383087229,0.6460367643501227,0.3696056758852267,highly_predictable,1.0,Medium,70.73828455765226
ACC000277,649.9891561420602,0.6499970760030234,0.71459386150482,0.7289333983722907,0.604990428387216,81.55173797727147,False,False,0.487697919365748,0.2053286785356287,enrolled,0,0,1,0.9897714864719546,0.8121124100826802,2,0,0.6564906865129188,True,False,6.483197472616483,0,0.6078366724645043,5,False,10056,0.6266557335176484,0.1502225360021862,54648.38026240835,0.2341239619234642,0.1336032665247441,173.09787456644833,251.5641412477956,good,0.0795182932322181,0.5480411159078831,0.5970871818697713,predictable,1.0,High,72.01364811638668
ACC000278,683.490104249501,0.9207210505780292,0.5849133763168691,0.6660489948262946,0.3036984835667823,66.59020343228806,False,False,0.8328974437669283,0.2618413279235773,not_enrolled,1,0,0,0.8927482762348243,0.7994024101940578,1,0,0.7413331670824249,False,True,9.31401295459257,2,0.4863115871085251,2,False,10040,0.3848177656941262,0.1281641199304503,74862.43418176824,0.1759096284720706,0.5312678003630966,151.65339058934427,667.147427542564,excellent,0.6322122296080035,0.3036110102858659,0.5834967052930835,predictable,0.9166666666666666,Medium,67.62404356909788
ACC000279,660.734320156912,0.5339619262696748,0.4792162639501429,0.7935352999976436,0.3921115959496745,95.347669646145,False,False,0.7601712066868432,0.227241050452561,not_enrolled,0,1,0,0.926886652507515,0.9835637113630276,4,0,0.8126273108973829,False,False,5.929708452213334,0,0.8136509501059593,1,False,10044,0.4060153617357575,0.2787981531295546,82315.18956477269,0.2503705908584001,0.1937780432705244,126.12202528605764,391.24631489009215,excellent,0.3542412122689267,0.4270101035224596,0.3626771019477559,predictable,1.0,High,72.12796496927248
ACC000280,685.6758672625624,0.6164245582132069,0.5364375087484012,0.662837711300189,0.5678284155205731,72.26926155980455,True,False,0.7381929484590531,0.1782373655979439,not_enrolled,0,1,0,0.8701071325883745,0.9928516188220818,3,0,0.7216318767255381,False,False,14.301780176189808,1,0.7967656939412884,1,False,10033,0.6752689726206396,0.0138969735513599,56806.52551323332,0.2927325285181116,0.6046882677990961,282.3002600921273,621.1387077070268,fair,0.12453905075558,0.1924767901442391,0.3849955806259998,variable,1.0,Medium,71.3858819568092
ACC000281,713.1065337260524,0.4153209665105372,0.4816616800310666,0.6071600641098017,0.5694614071187494,92.91435563103651,True,False,0.790457289359438,0.5756939041565013,not_enrolled,1,0,0,0.7381465113197726,0.896557133916297,1,0,0.8046140039299488,False,False,9.66921758450058,0,0.6674727131518489,1,False,10018,0.4523270299138526,0.1074677932462879,87913.7842674962,0.0809072388102559,0.636914749815443,66.24362731959489,454.57084518313866,good,0.1776541210603663,0.4603978413362523,0.3437532187397243,highly_predictable,0.9166666666666666,Low,66.63693221739614
ACC000282,759.3008408072676,0.5623011851274236,0.7209215083474328,0.4725414250259315,0.7824777945029195,91.9774612920463,False,True,0.8264681186725682,0.2036789476676691,not_enrolled,2,1,0,0.8756077772262651,0.9243146122871312,2,0,0.772938844628859,False,True,4.918651496213126,0,0.7236540477355344,5,False,10089,0.424801980066519,0.2441032234521286,52701.34853731693,0.0940706021026791,0.5503385215665411,335.1100027741016,529.7638041348114,excellent,0.3675731842529806,0.3849433967079119,0.5798523277489201,predictable,0.8333333333333334,Very Low,85.65597600063353
ACC000283,618.1092250586576,0.7881277143589612,0.6653509485425109,0.7543771599416335,0.2825989193069393,68.55035015872058,False,True,0.905305535496397,0.27016041063904,not_enrolled,0,0,0,0.9120045114089244,0.6246731960178846,4,0,0.6396143392829441,False,False,3.3236245115025125,1,0.7120481948549224,2,False,10041,0.7187501294508594,0.2288993349053453,33711.973645375074,0.3047393668625957,0.3645153030088423,185.41720090725417,202.06249062351895,good,0.3418954248889814,0.7034436704968217,0.61706285829019,predictable,1.0,Very High,73.67747646650432
ACC000284,786.6516687328133,0.6901339533266528,0.8533974211530702,0.8444304806016042,0.8076872687141124,84.61552453928937,False,False,0.6176734982660393,0.1205936107115356,enrolled,1,0,0,0.988673180816809,0.9195321873350802,1,0,0.8962435036513737,False,True,3.4119826843911385,2,0.8391473723491613,5,True,10016,0.4671936365044111,0.1670911616095709,44966.41116745059,0.3330929113828558,0.3070463364289831,119.44097052949236,194.60033283145225,good,0.1854158024838917,0.4733386631142484,0.4801786340879685,predictable,0.9166666666666666,Very Low,86.64037099041151
ACC000285,582.395610023875,0.8011712031771958,0.7899479445999497,0.3541697456953906,0.5469470481676851,83.70739300343033,False,False,0.640514343859985,0.2425187824441929,not_enrolled,2,0,0,0.9419526728527888,0.7743055792049222,2,0,0.6227570369114989,False,False,3.5516461750944157,1,0.513072419246388,1,True,10034,0.6186607696250972,0.0888071269200836,57255.55147535463,0.2084184929284578,0.3396932128456796,179.7459610003963,479.22243034904886,good,0.3157035176689119,0.3319739611445839,0.5362450750525773,highly_variable,0.8333333333333334,Very High,59.83766081452831
ACC000286,672.4107452482208,0.7101505186421706,0.4854997730964733,0.6629993086378275,0.444341035811499,84.8962870442342,False,False,0.5586194486463812,0.0797537153338894,enrolled,1,0,0,0.7363842765459722,0.853690094145319,2,1,0.8480772918687699,False,False,8.823805705240348,0,0.6489694833735887,4,True,10075,0.6423040664026514,0.137876657547564,75658.7889152702,0.0939616751970768,0.252060024330991,106.90537031626351,505.66142866371047,excellent,0.0876641702879109,0.6795027497683287,0.378409300117514,variable,0.9166666666666666,Medium,72.16905786139206
ACC000287,709.4158603242288,0.4903442816353479,0.427491720835805,0.8468565748504695,0.5759011800950725,84.03599407395512,False,False,0.8911955156040166,0.0321347403665611,enrolled,0,0,0,0.8990830906599295,0.9573967020756528,1,0,0.9263552786675922,True,False,14.09979547566308,0,0.6787776593480255,1,True,10034,0.2729220487859556,0.2462290999943411,32311.560507093585,0.1502097517388829,0.3866927400250165,113.6773774692925,438.5116540276027,excellent,0.3590480922077453,0.7308576982092152,0.2040536020386253,variable,1.0,Low,61.03651196223498
ACC000288,694.0495933867517,0.6666275462394796,0.4425286096099131,0.58802800996121,0.8428877192168972,88.18273681490261,True,False,0.9194860049792168,0.1640928286042464,not_enrolled,1,1,0,0.917549269269197,0.9850601194307078,2,0,0.8403743788648838,True,False,5.936441921313024,2,0.8950531606661472,1,True,10005,0.4409237021718771,0.1699698613332213,60449.55916433752,0.2071241436506222,0.4959203791969683,86.72224901551603,356.597990959106,fair,0.2453292906896567,0.6358589887912323,0.3490345835216432,variable,0.9166666666666666,Low,73.911875253271
ACC000289,648.8650240089703,0.8586782601112353,0.5645098707153556,0.873555132502887,0.4777407875726188,91.17325140050772,False,False,0.8891218544891567,0.1162466353593106,enrolled,0,0,1,0.8364556688029462,0.976746556200238,1,0,0.9026712727317489,False,False,13.619224644924874,0,0.5272658268463107,2,False,10051,0.7596191819431449,0.123572690847517,90244.8764351196,0.2367019924416512,0.584246387300769,88.37299714114427,370.7141876686059,good,0.4067514750962246,0.2321389877786713,0.8703566153920776,highly_variable,1.0,High,62.54957817352547
ACC000290,669.5938874821362,0.709448532697004,0.7802377133340346,0.8784140004955387,0.6485508884597623,71.07536589540857,True,False,0.6807830041175758,0.1558847768315784,enrolled,0,0,0,0.9001118442776714,0.9787655699210046,2,0,0.6161034675786126,False,False,5.182120955066434,0,0.7643609790157351,2,True,10073,0.244129176194211,0.2267855636884504,53115.857077695066,0.2673777952666679,0.1399368007186752,213.45877645933763,417.8393847665906,good,0.5903724466570252,0.5183845061600396,0.447702053907109,variable,1.0,Medium,68.66857080287753
ACC000291,655.3499532670584,0.7109552719867788,0.9012886585307636,0.8542154077114132,0.3792952775230551,76.64431376168523,False,False,0.6035120346117331,0.1572581143911672,not_enrolled,0,1,0,0.7959755266533401,0.8926337602588532,0,0,0.5965628665213708,False,True,5.003832818013926,0,0.5475341901389297,3,True,10042,0.4635841111487637,0.0563615004967898,69237.48273181458,0.4185524908285926,0.3598828228068089,116.28888104078388,117.55974087113584,good,0.7236204405616272,0.6062989296541407,0.3362487165686891,predictable,1.0,High,61.78882014081398
ACC000292,650.5317621527894,0.75541688360714,0.6544433546293301,0.8615988687960866,0.5250422091708036,95.4439596616673,False,False,0.7397175677442287,0.0758331655430545,enrolled,1,1,0,0.8905420429571206,0.989706710355112,1,0,0.537928831047772,False,True,3.887485429261715,2,0.6885385309937682,2,True,10022,0.4789357508372362,0.2743736381034442,60438.701852947685,0.1526984863504795,0.3275099716486276,102.6829606997416,311.9915277892072,fair,0.1547747545709723,0.3323746079708836,0.4383610107076828,variable,0.9166666666666666,High,70.85712691513581
ACC000293,722.4801048510512,0.466379643037813,0.4691920334443503,0.7668080901843632,0.7418890270568632,94.63300101997028,False,False,0.7586103097297684,0.0933956723834258,not_enrolled,1,0,0,0.9961601243441311,0.9864703184345004,2,0,0.9032167581393796,False,False,3.721303786761316,1,0.8382590297981057,2,True,10082,0.4679494834681119,0.147296820592382,60410.68628970978,0.2521395612081375,0.3247702036435979,186.12108692438167,446.43596270695446,fair,0.380332534517735,0.7403243006033243,0.7890952807602877,highly_predictable,0.9166666666666666,Very Low,73.29395739305667
ACC000294,697.8507742982524,0.6442034951250735,0.7352673757725349,0.87610912449913,0.5067216963699561,94.7555069498276,False,False,0.4919657841842479,0.0956703741771268,enrolled,0,0,0,0.9001500053247097,0.96277234037695,7,0,0.9768869480973716,False,False,1.7181270543414948,0,0.6832244118344315,4,True,10042,0.3796226734248678,0.0788492491823054,39569.75652911669,0.1041391290243582,0.4270243860072458,72.09237958039216,784.0168626435142,fair,0.2980580557493238,0.2750063163500569,0.5440764820714447,highly_variable,1.0,Low,92.92599029400904
ACC000295,645.3545202369673,0.6967717094740301,0.7613281775147771,0.534187940121545,0.6748194451386055,49.55084478466108,False,False,0.7579412406566088,0.1634837492429863,enrolled,0,1,0,0.7693342913455006,0.8944106691804506,3,0,0.6323710128544322,False,False,10.507618645157152,0,0.7135907833794478,4,True,10052,0.7214184063363612,0.2372064110275887,36462.52299263173,0.3720692942324751,0.5259094156133726,197.13800087394068,442.5003243346301,good,0.2932662481202724,0.5390410796909446,0.4188277006154614,highly_variable,1.0,High,68.64679749438079
ACC000296,724.9799937716625,0.6193002036967591,0.8376440089960725,0.8067237219503608,0.5809179289804881,89.37798979119505,False,False,0.9300042448427144,0.0066831803528808,not_enrolled,0,0,0,0.8961526630152915,0.9683386948212488,2,0,0.7910582492386686,False,False,2.3060869047831547,0,0.6871607709732432,1,True,10071,0.3480996821341574,0.1456472053687262,62152.27987944435,0.2276616619180844,0.3507473750919929,125.64565416520666,328.6010278419224,excellent,0.2948707497885173,0.4515421271316827,0.3088200242405394,variable,1.0,Very Low,68.12007397545742
ACC000297,695.3649760438304,0.6385855035922069,0.6118822783129808,0.6922323700186856,0.8587185537631006,94.2591860148584,False,False,0.6002219689010071,0.1034362434961316,not_enrolled,0,0,0,0.719048113474716,0.9605936330861836,3,0,0.7893109498913313,True,False,3.396413220820503,1,0.6448656644892341,1,True,10072,0.6424636724417957,0.2257475830420295,70885.43724274395,0.1742279004026627,0.5327545130386192,209.4106375528725,340.9954615136103,good,0.2868470374249152,0.5682917233223183,0.743677713443366,highly_predictable,1.0,Low,72.38242696108186
ACC000298,720.643105941948,0.8256156637440553,0.250756705591577,0.5872298355211846,0.8209534552282228,79.81556015562961,False,False,0.9795375787107112,0.1914419166446636,not_enrolled,1,0,1,0.8017949493621431,0.8980597616910827,2,0,0.9285232985273224,False,False,4.784797269329585,2,0.8194672576216745,1,False,10066,0.4188502221450011,0.1713262331444475,70164.31323353344,0.2721377018997758,0.3560098279957285,167.5517800441309,181.26990334994744,fair,0.3504474293251085,0.5633913200231835,0.686607575621739,highly_predictable,0.9166666666666666,Low,71.13986870761242
ACC000299,711.4814420961806,0.4891106487428111,0.2462828443272732,0.4470949391886542,0.6118966357546722,94.37554998614934,False,False,0.8652135499497383,0.2971927356608219,not_enrolled,0,0,0,0.8460578087792631,0.9027534045126188,1,0,0.8999664392975874,False,False,1.7932573741566378,0,0.8498574283127152,1,False,10096,0.5987842960593021,0.099926272882419,73351.02571472176,0.2609268989628777,0.1847380459652934,111.95937029008104,459.3975472514524,good,0.2493904999002257,0.5372456433001666,0.5781009227734071,highly_predictable,1.0,Low,62.15567920424735
ACC000300,638.5502494538964,0.8745484452553326,0.478460833285005,0.5415943925660304,0.3509456106286226,84.95051455526627,False,True,0.8221902124416655,0.1205608094353685,not_enrolled,0,0,0,0.9337216994625872,0.8029498662281819,5,0,0.6913408491163162,False,False,4.131285729064536,0,0.7281039426043083,1,True,10065,0.5505170146828622,0.1029434661834593,69666.6227810086,0.3399336463161592,0.1643921792813102,203.29923249033533,455.7486167268803,poor,0.262247194061581,0.637712072411324,0.7106974916790685,predictable,1.0,Very High,74.26794323872134
ACC000301,651.9909479901515,0.870577957153479,0.5745445804626118,0.5143214680939419,0.2353204941434681,66.34365767047385,True,False,0.9082184450466588,0.1858088582225018,not_enrolled,0,0,0,0.981451302098839,0.809284595565221,1,0,0.952257409932897,False,True,2.7112315964069014,0,0.5979624064174387,1,False,10033,0.3486809111440461,0.2254046054754283,56330.52700702627,0.2331540318687693,0.6588707533683318,124.30815428791466,525.998418804283,poor,0.3122057239258876,0.5723747053476703,0.6631235319811066,highly_predictable,1.0,High,59.59714840028597
ACC000302,717.3646802561631,0.841461758795519,0.7986320358465542,0.8047836291776055,0.3050757337012438,78.1957558369464,True,False,0.9111829292155768,0.2144924528942158,enrolled,0,1,0,0.9652320216066608,0.9860510415968092,2,0,0.8012892614103478,True,False,5.164528339603358,2,0.7642301582760023,1,False,10034,0.3447630084510969,0.1459195285948776,46513.27445241974,0.5419447990339694,0.1144193077920879,80.30546082111907,358.68201628028635,poor,0.5142120324667275,0.3647233579140774,0.1408935572067238,highly_variable,1.0,Low,74.89721242219534
ACC000303,710.5185132716732,0.3890472267899614,0.5027995223892553,0.7580697685512692,0.5512267536270717,68.62476862807215,True,True,0.8962936938488753,0.2615396312893916,enrolled,1,0,0,0.9907884112455112,0.7239250494391212,1,0,0.982799658898745,True,True,17.567499866804496,0,0.8020795881700328,1,True,10081,0.6409080501978407,0.2018555982343748,78178.54346942951,0.7427496231011862,0.371486688298859,390.6103733774316,496.9407464058024,good,0.3845116794017676,0.4410943680077246,0.5221311638252595,predictable,0.9166666666666666,Low,67.52034776218365
ACC000304,678.9549203017926,0.6077569715286754,0.8070230752553833,0.9205369228552466,0.6846364287984515,66.3470754197559,False,False,0.932541831683107,0.0378032435845404,enrolled,0,0,0,0.9648206443644584,0.9480934184077549,5,0,0.8720849709161423,True,False,4.540168748278793,1,0.7306636611702659,1,True,10026,0.3970704572992278,0.229684221973102,46698.944544045386,0.200876199166658,0.3027563399383337,214.1815008070374,806.8111926392243,good,0.3290473464719291,0.268662029538687,0.2367011649884342,predictable,1.0,Medium,77.3393321054312
ACC000305,685.8663691654391,0.8346180735882694,0.7034001049905987,0.7689649078059219,0.4203162904308337,67.68339024441767,False,False,0.6561434331390362,0.1225970341563921,enrolled,0,0,0,0.9883173429134507,0.984534860553931,1,0,0.8343756207863888,True,False,6.692506176755416,1,0.8658059208740547,2,False,10026,0.5119567216582325,0.2301580360247241,60214.864303526825,0.1033248651695267,0.352740220869241,327.4486191245482,321.4195731646162,good,0.4043263885631289,0.2691409080026408,0.5592262479889809,predictable,1.0,Medium,64.62068398080186
