customer_id,intervention_date,intervention_type,intervention_sequence,success,days_to_resolution,cost,zip_code
ACC000147,2024-12-02,payment_reminder,5,True,26,17.254136238141218,10086
ACC000148,2024-04-04,energy_assistance,1,False,31,93.03607522790107,10093
ACC000148,2025-01-09,payment_reminder,2,False,44,14.013541753566539,10093
ACC000148,2024-03-09,energy_assistance,3,False,55,91.5629122468933,10093
ACC000148,2024-10-17,deposit_adjustment,4,False,54,48.59981909749347,10093
ACC000148,2024-07-12,payment_reminder,5,False,9,53.88140743060459,10093
ACC000151,2025-02-07,disconnect_notice,1,True,18,75.92038586542807,10012
ACC000151,2024-07-26,energy_assistance,2,False,48,94.31402158297827,10012
ACC000153,2024-04-06,payment_reminder,1,False,3,75.26401547960033,10033
ACC000153,2024-04-15,budget_billing,2,False,21,64.76745454268199,10033
ACC000154,2024-08-20,payment_reminder,1,False,42,17.995622057880794,10034
ACC000155,2025-01-02,payment_arrangement,1,True,49,58.918439560838145,10078
ACC000155,2024-07-31,deposit_adjustment,2,False,21,22.686366476959236,10078
ACC000155,2025-01-23,payment_arrangement,3,True,34,87.5788217563845,10078
ACC000155,2024-10-12,disconnect_notice,4,False,47,56.12523838932985,10078
ACC000156,2024-04-01,payment_arrangement,1,False,7,88.4922130020229,10038
ACC000156,2024-09-13,energy_assistance,2,True,22,11.615111071164264,10038
ACC000157,2024-05-20,budget_billing,1,True,40,98.64906905267875,10041
ACC000157,2025-01-19,payment_arrangement,2,False,25,18.473671911312813,10041
ACC000158,2024-07-02,disconnect_notice,1,False,23,83.9892844540203,10083
ACC000158,2024-08-20,budget_billing,2,True,51,27.604834574006354,10083
ACC000159,2024-04-23,energy_assistance,1,False,8,81.81227436543047,10085
ACC000160,2024-05-22,deposit_adjustment,1,False,3,42.67906629706094,10024
ACC000160,2024-05-07,deposit_adjustment,2,False,38,22.664037524388256,10024
ACC000160,2024-10-08,payment_reminder,3,True,48,23.68938549000456,10024
ACC000161,2025-01-13,payment_arrangement,1,True,46,38.77001491964903,10013
ACC000161,2024-10-08,payment_reminder,2,True,21,75.26669932246517,10013
ACC000162,2024-03-26,payment_arrangement,1,False,4,74.74182601322427,10082
ACC000162,2024-09-13,disconnect_notice,2,False,35,26.8670749687824,10082
ACC000162,2024-05-25,energy_assistance,3,True,6,73.92185187609803,10082
ACC000162,2024-02-16,energy_assistance,4,False,24,54.47912025252699,10082
ACC000163,2024-05-13,energy_assistance,1,True,33,31.588670148035025,10085
ACC000163,2024-08-18,deposit_adjustment,2,False,47,27.213437612312802,10085
ACC000164,2024-03-04,budget_billing,1,False,16,19.570935363019714,10086
ACC000164,2024-06-11,energy_assistance,2,True,6,87.01635330152077,10086
ACC000164,2024-10-13,payment_arrangement,3,True,23,16.937021075631463,10086
ACC000164,2024-12-09,energy_assistance,4,True,47,37.47796090270582,10086
ACC000164,2024-08-07,payment_reminder,5,False,53,46.7475708483506,10086
ACC000165,2024-07-22,deposit_adjustment,1,True,6,70.36590807152507,10000
ACC000165,2024-11-15,deposit_adjustment,2,False,38,30.40573446311596,10000
ACC000165,2024-03-23,disconnect_notice,3,False,30,82.21188962433378,10000
ACC000165,2024-11-22,payment_arrangement,4,False,24,12.445751448175974,10000
ACC000166,2024-05-15,payment_arrangement,1,True,45,96.65293213666233,10038
ACC000166,2024-12-13,payment_arrangement,2,False,55,57.940829808539945,10038
ACC000166,2024-05-15,energy_assistance,3,False,38,20.822250386050808,10038
ACC000166,2024-09-03,payment_arrangement,4,False,33,52.189116891805526,10038
ACC000167,2024-03-17,disconnect_notice,1,True,59,91.26054956727886,10029
ACC000167,2024-05-26,deposit_adjustment,2,True,46,40.63652590146082,10029
ACC000168,2024-05-22,budget_billing,1,False,46,87.01264844537855,10004
ACC000168,2024-06-04,payment_reminder,2,False,20,29.82027712395836,10004
ACC000168,2024-08-26,payment_arrangement,3,True,9,91.86641374929332,10004
ACC000168,2024-03-27,budget_billing,4,True,24,96.0242035348677,10004
ACC000170,2024-11-30,disconnect_notice,1,True,41,40.673412981086194,10070
ACC000171,2025-01-24,budget_billing,1,False,57,73.23703957769646,10061
ACC000172,2024-11-30,payment_reminder,1,True,44,95.54779473275832,10076
ACC000172,2024-09-05,budget_billing,2,True,1,34.206305124382396,10076
ACC000173,2024-12-15,energy_assistance,1,True,27,22.60216877979859,10030
ACC000173,2024-02-18,payment_arrangement,2,False,45,53.383695230087426,10030
ACC000174,2024-04-08,payment_arrangement,1,True,38,86.87223978854539,10006
ACC000174,2024-08-08,budget_billing,2,True,33,40.49745844048765,10006
ACC000175,2024-06-26,payment_arrangement,1,True,49,65.53598645060211,10028
ACC000175,2024-03-07,payment_reminder,2,False,39,61.73015988379737,10028
ACC000175,2025-01-06,payment_reminder,3,True,46,99.35351550991633,10028
ACC000176,2025-02-13,energy_assistance,1,True,8,91.68499023008994,10050
ACC000177,2024-03-04,disconnect_notice,1,False,45,84.66288011787253,10088
ACC000177,2024-08-21,energy_assistance,2,True,2,69.87628917802496,10088
ACC000177,2024-09-06,energy_assistance,3,False,19,63.668936697433146,10088
ACC000177,2024-11-22,payment_arrangement,4,False,58,38.89729873783451,10088
ACC000177,2025-01-04,deposit_adjustment,5,True,41,68.18050811121464,10088
ACC000177,2024-04-13,budget_billing,6,True,14,67.24864417685879,10088
ACC000178,2025-02-12,payment_reminder,1,False,16,99.21369040602698,10076
ACC000178,2024-06-01,payment_arrangement,2,True,12,36.55366368887406,10076
ACC000178,2024-03-30,payment_reminder,3,False,37,21.070296561137106,10076
ACC000178,2024-12-27,payment_arrangement,4,True,57,16.064609930697028,10076
ACC000179,2024-12-03,payment_reminder,1,True,30,50.1777564761424,10078
ACC000179,2024-02-26,budget_billing,2,False,44,92.49717122570866,10078
ACC000179,2024-12-13,budget_billing,3,True,58,43.30471012068297,10078
ACC000181,2025-02-07,energy_assistance,1,False,1,41.128971466407165,10093
ACC000181,2024-09-19,budget_billing,2,False,18,67.3212085709269,10093
ACC000181,2024-10-11,budget_billing,3,False,38,86.24255407244065,10093
ACC000182,2024-10-24,payment_reminder,1,True,30,12.478304788251894,10070
ACC000182,2024-12-09,budget_billing,2,False,26,13.509641131742043,10070
ACC000182,2024-02-17,budget_billing,3,False,50,38.188563496315666,10070
ACC000182,2024-10-12,payment_reminder,4,False,37,85.19322127440948,10070
ACC000183,2024-10-03,energy_assistance,1,True,9,98.56118468894178,10068
ACC000183,2024-11-29,budget_billing,2,True,52,12.784388025820778,10068
ACC000184,2024-04-11,budget_billing,1,True,3,37.20999244163444,10013
ACC000184,2024-10-28,budget_billing,2,False,21,40.8203180951242,10013
ACC000184,2025-01-24,energy_assistance,3,True,4,41.25493351274568,10013
ACC000184,2024-11-14,payment_reminder,4,False,47,83.50812371075753,10013
ACC000184,2024-05-17,budget_billing,5,True,40,39.324080580800484,10013
ACC000185,2025-02-09,payment_arrangement,1,True,54,30.497476249288862,10093
ACC000185,2024-12-12,budget_billing,2,True,11,41.811466649210416,10093
ACC000185,2024-12-29,energy_assistance,3,False,54,81.14588148473965,10093
ACC000186,2024-12-30,deposit_adjustment,1,True,17,95.42009287804964,10022
ACC000186,2024-09-13,energy_assistance,2,False,32,54.27379900951561,10022
ACC000187,2024-07-13,budget_billing,1,True,57,42.604127838873204,10079
ACC000187,2024-08-19,payment_reminder,2,True,18,49.91102527437137,10079
ACC000188,2024-03-14,payment_arrangement,1,True,32,31.634414982953544,10087
ACC000188,2024-12-13,disconnect_notice,2,False,5,55.9389240103809,10087
ACC000188,2024-08-09,deposit_adjustment,3,False,29,12.749451138404197,10087
ACC000188,2024-03-28,disconnect_notice,4,True,21,42.28439728753121,10087
ACC000188,2024-08-04,payment_arrangement,5,False,56,57.57202987499774,10087
ACC000189,2025-01-15,budget_billing,1,True,25,66.96156976105908,10042
ACC000189,2025-01-08,payment_reminder,2,True,5,83.97339723459366,10042
ACC000189,2024-07-28,payment_arrangement,3,True,2,19.39637167732733,10042
ACC000189,2025-01-22,payment_arrangement,4,True,14,46.678872792918774,10042
ACC000190,2024-02-25,budget_billing,1,True,13,95.29192233680237,10055
ACC000192,2024-09-05,deposit_adjustment,1,False,38,14.520341031757638,10029
ACC000192,2025-02-01,energy_assistance,2,True,3,82.31344689671961,10029
ACC000192,2024-10-17,disconnect_notice,3,False,54,38.93461311230938,10029
ACC000193,2024-05-21,payment_reminder,1,False,19,68.30357013914755,10075
ACC000193,2024-07-15,payment_arrangement,2,True,32,50.441476783567786,10075
ACC000194,2024-09-07,deposit_adjustment,1,False,28,31.11880975982644,10039
ACC000194,2024-12-23,disconnect_notice,2,True,4,22.858836520547055,10039
ACC000195,2024-03-13,deposit_adjustment,1,True,41,77.378071071358,10093
ACC000195,2024-11-27,payment_arrangement,2,False,58,80.47149735850596,10093
ACC000195,2024-05-16,disconnect_notice,3,True,23,62.493986603174086,10093
ACC000196,2024-09-11,budget_billing,1,True,43,34.3353957746073,10021
ACC000196,2024-09-05,energy_assistance,2,True,18,90.26849303296612,10021
ACC000196,2024-09-26,budget_billing,3,True,48,94.26890385722412,10021
ACC000197,2024-07-11,payment_reminder,1,False,27,85.98238321652366,10001
ACC000198,2024-06-24,payment_reminder,1,False,24,78.49340112257048,10022
ACC000198,2024-05-17,energy_assistance,2,True,30,34.207122843584735,10022
ACC000199,2024-04-16,energy_assistance,1,True,35,51.192964464336455,10086
ACC000199,2024-09-21,disconnect_notice,2,True,41,14.711951816872517,10086
ACC000199,2025-02-01,deposit_adjustment,3,True,36,86.53132010079058,10086
ACC000200,2024-11-06,payment_reminder,1,True,45,36.57713298146495,10085
ACC000200,2024-07-13,energy_assistance,2,True,28,97.71326302017967,10085
ACC000202,2024-06-24,budget_billing,1,True,49,20.036099108914875,10029
ACC000202,2024-09-29,payment_reminder,2,False,53,71.92399994524123,10029
ACC000202,2025-02-01,payment_reminder,3,True,2,11.739486782584093,10029
ACC000203,2024-10-26,disconnect_notice,1,True,54,34.000767699577985,10026
ACC000204,2024-03-05,disconnect_notice,1,True,55,79.65922403374863,10097
ACC000204,2024-08-23,payment_arrangement,2,True,58,87.1416603870654,10097
ACC000205,2024-08-23,disconnect_notice,1,False,37,33.90245496627455,10074
ACC000207,2024-10-11,energy_assistance,1,False,43,69.67066115275983,10036
ACC000207,2024-10-02,energy_assistance,2,True,9,59.22669262342493,10036
ACC000207,2024-05-26,payment_arrangement,3,True,56,51.21961831032144,10036
ACC000208,2024-09-10,deposit_adjustment,1,True,13,77.26999659370246,10069
ACC000208,2024-07-11,energy_assistance,2,True,9,31.524290000401873,10069
ACC000209,2024-11-16,energy_assistance,1,True,57,66.0172277409397,10015
ACC000209,2024-04-19,budget_billing,2,False,53,57.45386628237309,10015
ACC000209,2024-12-08,energy_assistance,3,True,1,41.06729876447895,10015
ACC000209,2024-12-24,disconnect_notice,4,False,57,90.11270236564131,10015
ACC000209,2024-08-24,deposit_adjustment,5,True,50,10.705743169472514,10015
ACC000210,2024-07-03,payment_reminder,1,True,46,16.861529617620803,10019
ACC000210,2024-04-26,disconnect_notice,2,True,18,59.21736768776135,10019
ACC000211,2025-02-08,payment_reminder,1,False,45,14.498112579371085,10073
ACC000211,2024-09-06,payment_arrangement,2,True,13,57.45093946785214,10073
ACC000212,2024-12-08,budget_billing,1,False,56,74.05505251714439,10045
ACC000212,2024-11-16,disconnect_notice,2,True,11,51.30671314395688,10045
ACC000213,2024-09-13,disconnect_notice,1,False,51,75.89103461586602,10073
ACC000213,2024-10-12,deposit_adjustment,2,True,43,56.93136748493247,10073
ACC000214,2024-02-28,energy_assistance,1,False,1,51.24111853535504,10024
ACC000214,2024-11-25,budget_billing,2,True,50,79.44642198807469,10024
ACC000214,2024-11-20,energy_assistance,3,False,10,80.5978772203076,10024
ACC000215,2024-08-28,energy_assistance,1,False,55,75.59752980429522,10058
ACC000215,2024-11-15,disconnect_notice,2,False,57,46.248795861602666,10058
ACC000215,2024-02-16,payment_reminder,3,False,36,35.99964450182491,10058
ACC000216,2024-11-13,payment_arrangement,1,True,20,77.88384760123205,10085
ACC000216,2024-09-04,budget_billing,2,True,27,34.7993145297535,10085
ACC000216,2025-01-28,deposit_adjustment,3,True,29,60.7666625950166,10085
ACC000217,2024-12-18,deposit_adjustment,1,True,52,12.476726662637375,10031
ACC000217,2024-04-05,budget_billing,2,True,5,13.241693646228375,10031
ACC000218,2024-07-08,energy_assistance,1,True,11,60.6992177829742,10016
ACC000218,2024-09-18,budget_billing,2,False,51,35.424645937556704,10016
ACC000219,2024-06-17,energy_assistance,1,False,8,26.752230797801314,10089
ACC000219,2024-09-20,disconnect_notice,2,False,57,42.79188145854088,10089
ACC000219,2024-05-19,budget_billing,3,True,3,18.55477409794235,10089
ACC000219,2024-05-07,payment_reminder,4,True,29,79.40105342666979,10089
ACC000219,2025-02-10,budget_billing,5,True,49,58.51850974624078,10089
ACC000219,2024-06-11,energy_assistance,6,False,5,45.264156695515,10089
ACC000220,2024-03-25,payment_reminder,1,True,40,30.351279812470473,10079
ACC000220,2024-11-21,payment_reminder,2,False,51,14.671084922857812,10079
ACC000220,2024-03-19,disconnect_notice,3,True,36,76.77066942628436,10079
ACC000221,2025-01-20,budget_billing,1,False,57,43.38469073419887,10009
ACC000221,2024-12-29,disconnect_notice,2,False,16,77.88234337138726,10009
ACC000221,2024-07-16,disconnect_notice,3,True,49,44.26207130447792,10009
ACC000222,2024-09-05,disconnect_notice,1,True,11,66.5590642677099,10016
ACC000222,2024-07-15,payment_arrangement,2,False,48,36.69039209853376,10016
ACC000223,2024-03-30,payment_arrangement,1,False,17,93.96323763127049,10001
ACC000223,2024-11-18,deposit_adjustment,2,True,32,18.841149297017246,10001
ACC000224,2024-10-11,payment_arrangement,1,False,59,14.67057695665698,10065
ACC000224,2024-12-03,payment_reminder,2,False,20,98.06729215502266,10065
ACC000225,2024-05-19,energy_assistance,1,True,4,44.59195346717214,10028
ACC000225,2024-03-12,budget_billing,2,True,40,81.77926244834795,10028
ACC000225,2024-05-01,disconnect_notice,3,True,55,31.14760644963575,10028
ACC000225,2024-04-05,payment_reminder,4,True,57,58.08614967043082,10028
ACC000225,2024-08-30,budget_billing,5,False,5,74.6608552590295,10028
ACC000225,2025-02-01,disconnect_notice,6,True,12,30.405464409696695,10028
ACC000226,2024-04-07,payment_reminder,1,False,14,66.23866896462991,10003
ACC000226,2024-10-23,budget_billing,2,True,52,70.66179271529134,10003
ACC000226,2024-10-13,payment_arrangement,3,True,53,37.60989395699271,10003
ACC000226,2024-05-07,energy_assistance,4,True,33,48.748618855647095,10003
ACC000226,2024-03-17,payment_reminder,5,False,59,42.026928333329025,10003
ACC000227,2024-07-15,payment_reminder,1,False,30,43.652894231153226,10029
ACC000228,2024-10-09,disconnect_notice,1,True,20,35.00674984807411,10060
ACC000228,2024-03-13,deposit_adjustment,2,True,8,16.075229201543976,10060
ACC000228,2024-09-10,deposit_adjustment,3,False,6,59.300622494498754,10060
ACC000228,2024-04-02,payment_arrangement,4,True,26,62.396490708333076,10060
ACC000229,2024-05-24,deposit_adjustment,1,False,16,66.76304240429064,10057
ACC000229,2024-05-10,deposit_adjustment,2,True,26,64.32734805034376,10057
ACC000232,2024-10-29,budget_billing,1,True,47,59.804111451403664,10077
ACC000232,2024-04-11,deposit_adjustment,2,True,6,32.58037411219922,10077
ACC000233,2024-06-01,payment_reminder,1,False,19,19.531522396338186,10023
ACC000233,2024-05-24,payment_reminder,2,True,22,94.51513863704685,10023
ACC000233,2024-06-11,disconnect_notice,3,True,30,71.21006969022754,10023
ACC000233,2024-05-06,payment_arrangement,4,False,4,94.26404254718972,10023
ACC000234,2024-12-30,deposit_adjustment,1,True,6,97.93062589950492,10087
ACC000234,2024-09-22,deposit_adjustment,2,False,54,39.4340179736636,10087
ACC000234,2024-06-15,budget_billing,3,False,25,49.061887543788295,10087
ACC000235,2024-06-11,energy_assistance,1,True,57,70.3607972844093,10081
ACC000235,2024-07-17,payment_reminder,2,False,49,83.65326098332035,10081
ACC000237,2024-07-04,payment_arrangement,1,False,43,32.28037932518978,10088
ACC000239,2024-04-16,deposit_adjustment,1,True,19,54.41508929389674,10091
ACC000239,2024-04-01,payment_reminder,2,True,3,65.5105247067287,10091
ACC000239,2024-03-30,budget_billing,3,True,51,79.36682778149965,10091
ACC000239,2024-07-20,payment_arrangement,4,False,43,58.44987489301421,10091
ACC000240,2024-12-20,budget_billing,1,False,58,32.354524786888675,10029
ACC000240,2024-08-10,disconnect_notice,2,False,36,58.15229541390396,10029
ACC000240,2024-10-30,payment_reminder,3,True,18,84.22689136123068,10029
ACC000241,2024-05-30,disconnect_notice,1,True,43,54.19861564448486,10054
ACC000241,2024-03-27,energy_assistance,2,False,55,74.16640070729252,10054
ACC000243,2024-10-04,payment_arrangement,1,False,21,77.20989755803461,10023
ACC000243,2024-10-28,energy_assistance,2,False,4,36.02687016663549,10023
ACC000244,2024-04-08,deposit_adjustment,1,True,21,76.82777495563793,10038
ACC000246,2024-08-21,deposit_adjustment,1,False,16,88.86874898280804,10001
ACC000246,2024-07-16,payment_reminder,2,False,51,84.59841486276628,10001
ACC000246,2025-01-06,disconnect_notice,3,True,5,70.92467046971535,10001
ACC000246,2024-11-30,budget_billing,4,False,22,36.634859997279094,10001
ACC000246,2024-06-20,payment_reminder,5,False,32,72.45546314591411,10001
ACC000247,2024-06-12,payment_reminder,1,True,6,81.04889747756721,10033
ACC000248,2024-10-11,budget_billing,1,True,51,31.738315753151358,10015
ACC000248,2024-09-29,energy_assistance,2,True,34,56.73021137021846,10015
ACC000249,2024-06-13,budget_billing,1,False,28,61.47209834655406,10047
ACC000249,2024-02-17,payment_reminder,2,False,33,48.60499000871298,10047
ACC000250,2024-02-26,budget_billing,1,True,1,66.82770290965388,10023
ACC000250,2024-06-20,payment_reminder,2,True,53,20.548351511221007,10023
ACC000250,2024-04-25,deposit_adjustment,3,True,13,45.26734358692234,10023
ACC000251,2024-06-18,disconnect_notice,1,True,25,70.59217954190784,10049
ACC000251,2024-07-22,payment_reminder,2,True,32,74.31771474178518,10049
ACC000251,2024-09-23,payment_arrangement,3,True,9,58.20909394128207,10049
ACC000252,2024-07-23,payment_reminder,1,False,2,46.41117907636156,10001
ACC000252,2024-05-19,budget_billing,2,False,46,44.90434809252381,10001
ACC000252,2024-06-27,deposit_adjustment,3,True,48,28.716072336045094,10001
ACC000252,2024-10-01,disconnect_notice,4,False,47,58.758486784080695,10001
ACC000252,2024-04-28,energy_assistance,5,True,49,16.669488031738037,10001
ACC000253,2024-07-08,budget_billing,1,False,54,75.63112686222787,10092
ACC000253,2025-01-05,budget_billing,2,True,4,51.781466776530245,10092
ACC000253,2024-03-20,deposit_adjustment,3,False,32,10.75273136891714,10092
ACC000253,2024-06-24,deposit_adjustment,4,True,49,43.591704074131044,10092
ACC000254,2024-07-22,payment_arrangement,1,True,9,62.53422289582276,10038
ACC000255,2024-07-18,energy_assistance,1,True,7,69.62355522474473,10080
ACC000255,2024-07-09,disconnect_notice,2,True,17,33.2407917699544,10080
ACC000255,2024-05-13,deposit_adjustment,3,True,37,58.748177639508384,10080
ACC000255,2024-12-14,deposit_adjustment,4,False,13,74.14999085951479,10080
ACC000256,2024-06-22,budget_billing,1,True,30,91.70546624951807,10058
ACC000256,2024-04-20,budget_billing,2,False,17,62.62012811492423,10058
ACC000257,2024-05-11,deposit_adjustment,1,True,49,34.47514354766039,10022
ACC000258,2024-08-25,energy_assistance,1,False,46,29.684405169813456,10011
ACC000258,2024-02-24,disconnect_notice,2,False,53,83.34457556864852,10011
ACC000258,2024-05-11,disconnect_notice,3,True,58,72.9053945638647,10011
ACC000258,2024-07-25,payment_arrangement,4,False,1,51.75911183179825,10011
ACC000259,2024-04-04,disconnect_notice,1,True,6,48.60864386568014,10076
ACC000259,2024-08-11,payment_reminder,2,False,13,84.28740977115532,10076
ACC000259,2024-06-01,budget_billing,3,True,38,18.542614313950274,10076
ACC000260,2024-09-24,payment_reminder,1,False,35,12.018330024584962,10068
ACC000260,2024-08-11,payment_reminder,2,True,11,11.232869536802308,10068
ACC000260,2024-04-16,payment_reminder,3,False,38,11.54348037236783,10068
ACC000260,2024-10-23,payment_arrangement,4,True,32,21.938011984085783,10068
ACC000260,2024-06-03,budget_billing,5,False,3,66.21526433030783,10068
ACC000260,2024-03-10,payment_reminder,6,True,25,16.23954973489883,10068
ACC000261,2024-09-14,energy_assistance,1,True,23,93.53638883025563,10014
ACC000261,2024-10-27,deposit_adjustment,2,False,5,66.97653881495617,10014
ACC000261,2024-12-25,payment_reminder,3,True,4,87.49407695529807,10014
ACC000262,2024-08-16,deposit_adjustment,1,False,11,25.062132901310292,10059
ACC000262,2024-10-04,payment_arrangement,2,True,25,68.3775061091934,10059
ACC000262,2024-03-12,payment_arrangement,3,True,4,47.24447187887163,10059
ACC000262,2024-11-02,energy_assistance,4,False,50,70.09845324428376,10059
ACC000262,2024-11-13,disconnect_notice,5,False,20,71.68558091014052,10059
ACC000264,2024-04-24,disconnect_notice,1,True,38,58.23415709669064,10001
ACC000265,2024-04-27,payment_arrangement,1,False,36,17.070204783135445,10069
ACC000265,2024-12-01,energy_assistance,2,False,22,73.2376185272406,10069
ACC000267,2024-04-02,budget_billing,1,False,45,97.85682774892753,10035
ACC000267,2024-09-12,payment_reminder,2,True,9,99.75141099132424,10035
ACC000267,2024-07-17,payment_reminder,3,True,47,64.2735599547955,10035
ACC000268,2024-06-28,payment_reminder,1,True,49,70.23777482456913,10086
ACC000268,2024-04-22,disconnect_notice,2,False,46,44.7037833262,10086
ACC000268,2024-12-05,energy_assistance,3,False,59,52.21964899428208,10086
ACC000269,2024-12-24,payment_reminder,1,True,37,78.33632562266263,10012
ACC000270,2024-11-13,disconnect_notice,1,False,10,33.08167549150894,10001
ACC000270,2024-12-27,energy_assistance,2,True,32,97.78359494317787,10001
ACC000270,2024-05-08,disconnect_notice,3,True,18,40.83806318702694,10001
ACC000270,2024-03-07,disconnect_notice,4,False,55,73.60079803099299,10001
ACC000271,2024-05-24,disconnect_notice,1,False,44,34.62763760746945,10004
ACC000271,2024-03-08,payment_arrangement,2,False,31,37.58171212385383,10004
ACC000272,2024-08-14,deposit_adjustment,1,False,13,41.23561316494555,10039
ACC000273,2024-04-01,payment_reminder,1,True,9,94.63772865706723,10079
ACC000273,2024-07-11,budget_billing,2,True,13,76.74773066524381,10079
ACC000273,2024-03-19,energy_assistance,3,True,7,20.531055237215156,10079
ACC000274,2024-08-11,payment_arrangement,1,True,40,27.677729428481566,10063
ACC000274,2024-03-14,payment_arrangement,2,False,19,76.26158291204499,10063
ACC000275,2024-08-07,disconnect_notice,1,True,53,35.07787568035327,10038
ACC000275,2024-10-06,payment_reminder,2,False,16,35.71368108948013,10038
ACC000275,2024-07-29,disconnect_notice,3,False,14,32.75185996141957,10038
ACC000275,2024-06-03,budget_billing,4,False,59,86.06087663464314,10038
ACC000275,2024-06-04,payment_reminder,5,False,25,12.271361126343779,10038
ACC000275,2024-05-03,disconnect_notice,6,True,20,32.470205746620714,10038
ACC000276,2024-10-10,deposit_adjustment,1,True,20,43.887725901036845,10034
ACC000277,2024-05-17,deposit_adjustment,1,False,27,13.605320714562502,10056
ACC000278,2024-10-26,budget_billing,1,True,37,51.966947164583694,10040
ACC000279,2024-07-19,payment_arrangement,1,True,13,79.25040046738424,10044
ACC000279,2024-07-08,disconnect_notice,2,True,13,70.69596866325834,10044
ACC000280,2024-03-14,budget_billing,1,True,9,52.14971673404321,10033
ACC000281,2024-04-07,energy_assistance,1,True,47,24.461162624066066,10018
ACC000281,2024-07-02,budget_billing,2,False,9,40.24063530910979,10018
ACC000282,2024-09-12,disconnect_notice,1,True,43,82.13011986006583,10089
ACC000282,2024-08-08,budget_billing,2,True,43,68.63641149960031,10089
ACC000282,2024-07-08,payment_reminder,3,True,23,93.46196625276674,10089
ACC000283,2024-07-29,payment_arrangement,1,False,51,41.05753709619104,10041
ACC000283,2024-04-15,payment_reminder,2,True,40,93.98845789833756,10041
ACC000283,2024-09-11,budget_billing,3,True,19,27.30789064302647,10041
ACC000284,2024-07-15,deposit_adjustment,1,True,36,96.70242884014341,10016
ACC000284,2024-04-12,deposit_adjustment,2,True,41,41.219737872794695,10016
ACC000284,2024-08-10,disconnect_notice,3,True,35,22.80297157991339,10016
ACC000285,2024-04-16,payment_arrangement,1,True,8,94.50967798773797,10034
ACC000285,2024-09-30,energy_assistance,2,False,55,97.12687433056601,10034
ACC000286,2024-10-19,deposit_adjustment,1,True,20,77.84812744389217,10075
ACC000286,2025-02-04,budget_billing,2,True,5,20.331723452615208,10075
ACC000287,2024-08-23,deposit_adjustment,1,True,50,90.60065633186548,10034
ACC000287,2024-10-05,payment_arrangement,2,False,2,26.616921161263228,10034
ACC000287,2024-09-18,payment_arrangement,3,True,52,20.790198412544086,10034
ACC000287,2024-04-26,payment_reminder,4,False,58,22.338051227088087,10034
ACC000288,2024-02-17,energy_assistance,1,True,4,62.327539502381846,10005
ACC000288,2024-09-18,energy_assistance,2,True,40,69.13274484106967,10005
ACC000288,2025-01-05,deposit_adjustment,3,True,52,10.97299752716767,10005
ACC000288,2024-07-26,payment_reminder,4,True,58,61.917164301943025,10005
ACC000289,2024-06-22,disconnect_notice,1,False,9,90.6128166879435,10051
ACC000290,2024-11-16,payment_reminder,1,True,54,48.11931243927067,10073
ACC000290,2024-11-12,payment_arrangement,2,False,58,48.81104828124021,10073
ACC000290,2024-09-05,energy_assistance,3,False,1,51.213609499062514,10073
ACC000290,2025-01-05,payment_reminder,4,True,1,22.409674242040936,10073
ACC000291,2024-11-07,payment_reminder,1,True,47,14.660729985953518,10042
ACC000291,2024-11-16,payment_reminder,2,False,17,42.25011910045064,10042
ACC000291,2024-05-28,budget_billing,3,False,47,22.56389806238201,10042
ACC000292,2024-12-16,disconnect_notice,1,True,58,71.54798066518089,10022
ACC000292,2024-07-12,deposit_adjustment,2,False,5,38.06219232601918,10022
ACC000292,2024-07-31,budget_billing,3,True,18,39.88988049773121,10022
ACC000292,2024-06-10,disconnect_notice,4,True,7,47.590029623529524,10022
ACC000293,2024-06-20,energy_assistance,1,True,35,41.919958448657454,10082
ACC000294,2024-02-17,deposit_adjustment,1,False,32,77.5025570927972,10042
ACC000294,2024-04-06,disconnect_notice,2,False,15,45.5733383888042,10042
ACC000294,2024-03-27,budget_billing,3,False,16,13.772369504463178,10042
ACC000294,2024-03-05,energy_assistance,4,True,2,60.13364619475316,10042
ACC000294,2024-06-13,budget_billing,5,False,39,29.840140382087704,10042
ACC000295,2024-08-01,payment_reminder,1,False,34,84.20243658440941,10052
ACC000295,2024-08-25,payment_reminder,2,False,56,86.01993181812018,10052
ACC000295,2024-10-29,energy_assistance,3,True,6,32.605234079356116,10052
ACC000295,2024-09-21,deposit_adjustment,4,True,37,91.14247047583608,10052
ACC000295,2025-02-08,budget_billing,5,True,42,10.574113906593162,10052
ACC000295,2024-11-10,energy_assistance,6,False,17,75.55337689056815,10052
ACC000295,2024-07-15,disconnect_notice,7,False,1,46.01910482647048,10052
ACC000296,2024-04-04,energy_assistance,1,True,33,48.78855117287398,10071
ACC000296,2024-06-08,payment_arrangement,2,False,10,66.04780629158569,10071
ACC000296,2024-08-23,payment_reminder,3,False,23,47.547407670811886,10071
ACC000297,2025-01-20,deposit_adjustment,1,True,57,72.13651497199648,10072
ACC000298,2024-02-25,energy_assistance,1,False,10,31.04315497837577,10066
ACC000298,2025-02-03,payment_reminder,2,True,45,37.414212019677144,10066
ACC000299,2024-06-01,energy_assistance,1,False,18,14.55602250421667,10096
ACC000301,2024-03-05,disconnect_notice,1,True,43,37.57895404330344,10033
ACC000301,2024-04-16,deposit_adjustment,2,True,13,60.95935141773549,10033
ACC000304,2024-12-13,energy_assistance,1,False,43,82.50839248270077,10026
