account_number,month,usage
ACC000170,3,400.24482710049057
ACC000170,4,318.71387331052074
ACC000170,5,324.90475403430514
ACC000170,6,563.5640087198392
ACC000170,7,1111.0024782286912
ACC000170,8,1177.1232980825657
ACC000170,9,1524.2933133897013
ACC000170,10,1670.3080165230251
ACC000170,11,1727.6103847357622
ACC000170,12,1217.0326227828605
ACC000171,1,1517.3422468347164
ACC000171,2,1235.4879988495932
ACC000171,3,916.1516121307545
ACC000171,4,855.7191303321454
ACC000171,5,995.1782527808974
ACC000171,6,1085.9067621328816
ACC000171,7,1337.9108182002763
ACC000171,8,1794.5118492517452
ACC000171,9,1663.6627837345259
ACC000171,10,2227.5301827454227
ACC000171,11,1829.6874563481474
ACC000171,12,1627.089568615819
ACC000172,1,1793.221722720236
ACC000172,2,1061.564341340382
ACC000172,3,710.462963056562
ACC000172,4,521.164777120905
ACC000172,5,693.8264002356674
ACC000172,6,1015.8950264179307
ACC000172,7,1724.2180250006015
ACC000172,8,2175.482608534961
ACC000172,9,2591.1920151289387
ACC000172,10,2970.675468693112
ACC000172,11,3062.604667783605
ACC000172,12,1888.8164539722036
ACC000173,1,791.8160609214365
ACC000173,2,745.4065180779426
ACC000173,3,539.4077914165582
ACC000173,4,495.4310902637657
ACC000173,5,515.3006939319782
ACC000173,6,772.9189961659589
ACC000173,7,709.7734582194687
ACC000173,8,1082.9348311184008
ACC000173,9,1216.4877782950746
ACC000173,10,1308.788352675923
ACC000173,11,1257.742918686926
ACC000173,12,1083.8275203087953
ACC000174,1,918.3036433842624
ACC000174,2,638.7157275327833
ACC000174,3,533.8898068752866
ACC000174,4,484.30676051393334
ACC000174,5,523.3084647861245
ACC000174,6,657.0937327535614
ACC000174,7,789.87717608228
ACC000174,8,1085.5672820712714
ACC000174,9,1068.6094375031298
ACC000174,10,1250.3067277645146
ACC000174,11,1278.1004106264938
ACC000174,12,923.4408464673529
ACC000175,1,948.4659805042814
ACC000175,2,693.9294419569102
ACC000175,3,611.1376882576513
ACC000175,4,585.1735486052324
ACC000175,5,616.2947697498304
ACC000175,6,823.9421130253083
ACC000175,7,807.3231254491328
ACC000175,8,869.7857208993132
ACC000175,9,1141.6352168342648
ACC000175,10,1085.9690522696806
ACC000175,11,1133.5768281400976
ACC000175,12,1262.797733058625
ACC000176,1,1143.7914659562364
ACC000176,2,860.7458965005844
ACC000176,3,708.6802378259755
ACC000176,4,761.2668482850569
ACC000176,5,756.8673767903399
ACC000176,6,938.790803930612
ACC000176,7,1117.701154729131
ACC000176,8,1123.8289297856154
ACC000176,9,1296.6349103897742
ACC000176,10,1136.9979291739442
ACC000176,11,1080.1184232041355
ACC000176,12,1324.0017493033697
ACC000177,1,733.5022621048704
ACC000177,2,533.6085780009219
ACC000177,3,384.1034871236897
ACC000177,4,269.454103095394
ACC000177,5,358.76269995123624
ACC000177,6,491.90145786408556
ACC000177,7,647.7934897488517
ACC000177,8,851.6522885530001
ACC000177,9,1049.6206109617328
ACC000177,10,1221.462210864984
ACC000177,11,1014.9247788221697
ACC000177,12,879.4457891855681
ACC000178,1,1332.027143454444
ACC000178,2,827.9752778717539
ACC000178,3,556.9681612545709
ACC000178,4,544.9613843468226
ACC000178,5,650.5507025623674
ACC000178,6,895.1470450941168
ACC000178,7,1049.1027848401548
ACC000178,8,1533.955561899189
ACC000178,9,1599.6870236917116
ACC000178,10,1677.7492430789214
ACC000178,11,1444.9737866775313
ACC000178,12,1300.8150952862243
ACC000179,1,688.9726394521384
ACC000179,2,550.4833796852444
ACC000179,3,379.52257284328704
ACC000179,4,297.03810253426934
ACC000179,5,387.0074012146113
ACC000179,6,601.783487359135
ACC000179,7,836.7435923855761
ACC000179,8,982.6492693667285
ACC000179,9,1130.9997754431113
ACC000179,10,1058.158167009175
ACC000179,11,1010.0198286876839
ACC000179,12,944.2746143615892
ACC000180,1,1792.3835167645166
ACC000180,2,956.7948365585062
ACC000180,3,790.5313508688923
ACC000180,4,500.1134228254473
ACC000180,5,859.0498391780329
ACC000180,6,1308.4282829521544
ACC000180,7,1987.7363943284545
ACC000180,8,2455.914352518083
ACC000180,9,2797.5348328416944
ACC000180,10,2225.159664118907
ACC000180,11,2279.940598658905
ACC000180,12,2107.9114814136997
ACC000181,1,834.8388782994732
ACC000181,2,434.48561339274215
ACC000181,3,346.81908497612164
ACC000181,4,181.34895937895953
ACC000181,5,320.9532249435068
ACC000181,6,520.6864535034889
ACC000181,7,864.6935095177001
ACC000181,8,918.4662004113432
ACC000181,9,1185.2340289160356
ACC000181,10,1386.0043512573818
ACC000181,11,1680.6341933842043
ACC000181,12,1172.2487649894679
ACC000182,1,1318.7349026775007
ACC000182,2,993.6741085469123
ACC000182,3,667.5668311142282
ACC000182,4,592.3517277452645
ACC000182,5,711.6958115671583
ACC000182,6,1175.572228436679
ACC000182,7,1462.0528166946528
ACC000182,8,1973.137008348857
ACC000182,9,2212.9368034592385
ACC000182,10,2164.109386490395
ACC000182,11,2511.557452002225
ACC000182,12,2064.4109737496287
ACC000183,1,1085.0223143858282
ACC000183,2,714.6504506949659
ACC000183,3,525.2629686987792
ACC000183,4,314.18529080101024
ACC000183,5,420.3785957828709
ACC000183,6,652.2883727746639
ACC000183,7,1139.807071268903
ACC000183,8,1655.3063321850411
ACC000183,9,2225.96515098538
ACC000183,10,1913.2227523384097
ACC000183,11,1848.793394523426
ACC000183,12,1556.5599491344299
ACC000184,1,1311.5608384191867
ACC000184,2,683.2984190054798
ACC000184,3,924.1892661741566
ACC000184,4,800.309399853798
ACC000184,5,816.9489717995925
ACC000184,6,938.5422446596441
ACC000184,7,1147.3881774369588
ACC000184,8,1472.561647315013
ACC000184,9,1618.6132238568125
ACC000184,10,1514.208208923944
ACC000184,11,1368.0492431563246
ACC000184,12,1746.6835486780935
ACC000185,1,949.9001462665467
ACC000185,2,839.532027972812
ACC000185,3,675.9308357188775
ACC000185,4,876.2847566157545
ACC000185,5,762.4666136827544
ACC000185,6,899.7847562864846
ACC000185,7,1108.1629616611076
ACC000185,8,1195.7459893896394
ACC000185,9,1106.6325430433308
ACC000185,10,1350.7442416173087
ACC000185,11,1350.1023321609916
ACC000185,12,1080.5404791662936
ACC000186,1,874.5898372434153
ACC000186,2,764.3573011233243
ACC000186,3,544.0196206339485
ACC000186,4,367.50594417618913
ACC000186,5,531.4748965354645
ACC000186,6,684.0782752079642
ACC000186,7,734.1529119626354
ACC000186,8,1148.4632570556919
ACC000186,9,1211.9549823584396
ACC000186,10,1231.2965165783155
ACC000186,11,1368.1402793351428
ACC000186,12,1016.9820566468018
ACC000187,1,1131.245655475292
ACC000187,2,745.8985011630175
ACC000187,3,674.3631860412249
ACC000187,4,819.7206959808008
ACC000187,5,607.540854781028
ACC000187,6,777.1703101390372
ACC000187,7,1094.0080842827035
ACC000187,8,1315.8427487644992
ACC000187,9,1193.3078181661601
ACC000187,10,1297.8231670605735
ACC000187,11,1415.4590685818675
ACC000187,12,1219.7753801669069
ACC000188,1,1042.4835915840883
ACC000188,2,641.2558461029279
ACC000188,3,700.6425229714737
ACC000188,4,550.2048698991458
ACC000188,5,574.1260404615537
ACC000188,6,733.1937978152515
ACC000188,7,1127.5376565882732
ACC000188,8,1273.0776271317902
ACC000188,9,1319.9394111528477
ACC000188,10,1535.0433425215542
ACC000188,11,1305.35010571467
ACC000188,12,1125.2630795185278
ACC000189,1,800.5476816165772
ACC000189,2,522.5092792308733
ACC000189,3,427.8223483318464
ACC000189,4,329.53369883832664
ACC000189,5,380.9235129564622
ACC000189,6,554.6745971411339
ACC000189,7,771.191122001236
ACC000189,8,894.6030938675399
ACC000189,9,1285.5735780426119
ACC000189,10,1224.488631104771
ACC000189,11,1237.2160769659793
ACC000189,12,880.4711740340407
ACC000190,1,774.8916525597106
ACC000190,2,1010.631785611235
ACC000190,3,1016.6507475180381
ACC000190,4,864.2139634071458
ACC000190,5,1004.600923840305
ACC000190,6,1037.918558181072
ACC000190,7,959.363895598219
ACC000190,8,1160.223894756528
ACC000190,9,1060.402805486481
ACC000190,10,1184.3719332327707
ACC000190,11,1079.8006387739565
ACC000190,12,1205.7830175490496
ACC000191,1,1233.0033573673384
ACC000191,2,658.4416279298372
ACC000191,3,413.16948978924034
ACC000191,4,334.94493323629786
ACC000191,5,445.66274361336343
ACC000191,6,664.5522052872551
ACC000191,7,940.9729478099634
ACC000191,8,1248.345874285185
ACC000191,9,1703.1671182271548
ACC000191,10,1568.0050822754229
ACC000191,11,1576.7872204264072
ACC000191,12,1635.3324719155235
ACC000192,1,953.5476098580593
ACC000192,2,522.6412924510129
ACC000192,3,372.15553400329327
ACC000192,4,321.093834808542
ACC000192,5,388.95499037896724
ACC000192,6,606.0491509912948
ACC000192,7,814.8707054420505
ACC000192,8,1180.8958108536922
ACC000192,9,1229.5059011205117
ACC000192,10,1367.5844937819954
ACC000192,11,1356.1657706826586
ACC000192,12,1296.2629434624737
ACC000193,1,866.0074554281474
ACC000193,2,788.6140102465718
ACC000193,3,744.2384772605282
ACC000193,4,644.3694604801207
ACC000193,5,628.3412240739262
ACC000193,6,729.8133940294771
ACC000193,7,813.3529985943328
ACC000193,8,966.155790658603
ACC000193,9,1156.735097508671
ACC000193,10,1125.2959437322404
ACC000193,11,860.4772787375355
ACC000193,12,816.2897654969406
ACC000194,1,1623.444770694431
ACC000194,2,1527.6359651434323
ACC000194,3,1504.9574828781301
ACC000194,4,1442.365372806067
ACC000194,5,1256.655013298027
ACC000194,6,1542.2897101825004
ACC000194,7,1638.6417738444547
ACC000194,8,2240.3214577096514
ACC000194,9,2232.6315678897317
ACC000194,10,2006.1403500164213
ACC000194,11,1965.6097120780992
ACC000194,12,2040.1078039977667
ACC000195,1,685.1950756386664
ACC000195,2,618.9267746688148
ACC000195,3,517.3630937965063
ACC000195,4,493.5542052824812
ACC000195,5,444.03809088777336
ACC000195,6,615.9440573518453
ACC000195,7,728.3079604047765
ACC000195,8,832.7352488625903
ACC000195,9,920.6985711125013
ACC000195,10,924.0426559142838
ACC000195,11,826.8178223437371
ACC000195,12,729.6776060294201
ACC000196,1,1021.5350185751797
ACC000196,2,630.6105364799685
ACC000196,3,540.8203345594014
ACC000196,4,482.9145025013534
ACC000196,5,515.5901179389701
ACC000196,6,731.584769277846
ACC000196,7,968.0371247616496
ACC000196,8,1475.5829141718186
ACC000196,9,1383.4693802786355
ACC000196,10,1466.6183051668195
ACC000196,11,1359.5533971181214
ACC000196,12,1358.248142827229
ACC000197,1,869.8392420372774
ACC000197,2,818.2077384391007
ACC000197,3,719.7032055454821
ACC000197,4,592.3247216325337
ACC000197,5,633.4015521581498
ACC000197,6,795.63262624099
ACC000197,7,904.4058917980936
ACC000197,8,802.8265968178553
ACC000197,9,1228.2513430319511
ACC000197,10,1098.7073748352102
ACC000197,11,1030.0068000534156
ACC000197,12,952.369956951239
ACC000198,1,1629.1338877138023
ACC000198,2,909.3519641646533
ACC000198,3,566.312775441994
ACC000198,4,412.93580684581906
ACC000198,5,566.7300719730296
ACC000198,6,834.4299413358124
ACC000198,7,1319.3950765773716
ACC000198,8,1849.2181134984064
ACC000198,9,1686.6581731337492
ACC000198,10,2419.641271545437
ACC000198,11,2461.8346319684424
ACC000198,12,2006.47722350527
ACC000199,1,1304.6997813787086
ACC000199,2,846.056976186204
ACC000199,3,778.8401025190913
ACC000199,4,696.9200278349639
ACC000199,5,692.5243239380934
ACC000199,6,1039.5089099976863
ACC000199,7,1328.5689363140905
ACC000199,8,1469.6569327023117
ACC000199,9,1413.4502259099945
ACC000199,10,1906.6815679424312
ACC000199,11,1360.9220049652263
ACC000199,12,1769.7076122636552
ACC000200,1,1268.6110820640597
ACC000200,2,741.0255189835145
ACC000200,3,557.0615503757343
ACC000200,4,467.8078898208617
ACC000200,5,580.311904384679
ACC000200,6,675.396752127316
ACC000200,7,1209.074459570168
ACC000200,8,1379.1046191448763
ACC000200,9,2184.9110089859973
ACC000200,10,2074.817356980139
ACC000200,11,1988.3505218441835
ACC000200,12,1567.2663035636247
ACC000201,1,1352.817869511084
ACC000201,2,886.4067739591517
ACC000201,3,755.7632542964615
ACC000201,4,506.8721742928332
ACC000201,5,752.8448955153904
ACC000201,6,867.479263669613
ACC000201,7,1179.0346597921969
ACC000201,8,1228.3591903153795
ACC000201,9,1791.1736794159658
ACC000201,10,2292.718355603722
ACC000201,11,1830.809704339099
ACC000201,12,1446.5304683417935
ACC000202,1,1071.993219153099
ACC000202,2,804.5646597823861
ACC000202,3,664.8508239306491
ACC000202,4,647.5793383128727
ACC000202,5,754.8897987061802
ACC000202,6,824.9343533701688
ACC000202,7,1117.126738748649
ACC000202,8,1514.4147685838316
ACC000202,9,1447.0245985905447
ACC000202,10,1298.2502895908679
ACC000202,11,1521.7319102176261
ACC000202,12,1512.7061017139204
ACC000203,1,470.98646677332965
ACC000203,2,302.0446864362155
ACC000203,3,252.9985564089366
ACC000203,4,233.08301915724195
ACC000203,5,228.6613796062263
ACC000203,6,354.86726237287627
ACC000203,7,460.8077550449116
ACC000203,8,575.1844595649534
ACC000203,9,659.8732218629791
ACC000203,10,541.1442042773499
ACC000203,11,688.0423076146942
ACC000203,12,538.4460953342923
ACC000204,1,1130.7497422899355
ACC000204,2,760.7760303443795
ACC000204,3,527.790079937507
ACC000204,4,391.5532125269778
ACC000204,5,489.26109574101827
ACC000204,6,870.0968610051805
ACC000204,7,1165.2629847018277
ACC000204,8,1594.5767688446167
ACC000204,9,1657.1767631088144
ACC000204,10,1852.032955166377
ACC000204,11,1625.5340681282269
ACC000204,12,1409.1958711617604
ACC000205,1,714.0011686075313
ACC000205,2,457.1695338915489
ACC000205,3,346.4398307372602
ACC000205,4,523.5765881757665
ACC000205,5,614.279908618437
ACC000205,6,592.6183523415552
ACC000205,7,703.701167882075
ACC000205,8,705.7361154188605
ACC000205,9,681.9558618849468
ACC000205,10,874.1828773921412
ACC000205,11,860.2795166698471
ACC000205,12,701.3783044718264
ACC000206,1,548.6602136079748
ACC000206,2,385.24322364621713
ACC000206,3,243.47899167173875
ACC000206,4,169.2347152819521
ACC000206,5,215.76686416223998
ACC000206,6,337.86550893174945
ACC000206,7,558.2727986190993
ACC000206,8,883.6384314702176
ACC000206,9,883.8247266577586
ACC000206,10,1137.0675509234386
ACC000206,11,1123.573913544231
ACC000206,12,701.8406488645999
ACC000207,1,1347.8977640526925
ACC000207,2,1066.2020946313196
ACC000207,3,1258.0001842482204
ACC000207,4,981.6804339320325
ACC000207,5,1053.26368579683
ACC000207,6,1069.1977576776042
ACC000207,7,1418.2998262613435
ACC000207,8,1812.1738931232437
ACC000207,9,1878.0546403253481
ACC000207,10,2296.2794883779934
ACC000207,11,1965.686796191359
ACC000207,12,1982.1767962255042
ACC000208,1,1467.8860426450005
ACC000208,2,833.5751208571608
ACC000208,3,664.9105101962567
ACC000208,4,635.0152603171151
ACC000208,5,769.4831690797531
ACC000208,6,1002.0859836050649
ACC000208,7,1225.498069841277
ACC000208,8,1921.2199054470948
ACC000208,9,2186.6471358676636
ACC000208,10,2005.6934230463282
ACC000208,11,2159.450295156177
ACC000208,12,1775.9188098413845
ACC000209,1,1272.6475418978644
ACC000209,2,791.4811960003077
ACC000209,3,402.5410543625288
ACC000209,4,191.9536828546374
ACC000209,5,370.0610500798064
ACC000209,6,812.9099525686728
ACC000209,7,1465.7221346731535
ACC000209,8,1567.6003914774883
ACC000209,9,2248.7843573169666
ACC000209,10,1802.0362715599585
ACC000209,11,1807.3584316163945
ACC000209,12,1677.9215177748729
ACC000210,1,1029.248931117141
ACC000210,2,820.8991241317107
ACC000210,3,753.2479531007833
ACC000210,4,781.2495923777915
ACC000210,5,755.6825210714769
ACC000210,6,833.824671027252
ACC000210,7,851.6769303793834
ACC000210,8,925.3805897543775
ACC000210,9,1228.1692404070693
ACC000210,10,1341.6781066377075
ACC000210,11,1264.9966599445647
ACC000210,12,946.3966784669875
ACC000211,1,928.5847239524717
ACC000211,2,479.24012631183916
ACC000211,3,246.38987615899777
ACC000211,4,82.12781171389233
ACC000211,5,213.7592792111359
ACC000211,6,656.6482757103776
ACC000211,7,1033.844985629669
ACC000211,8,1216.7195645535978
ACC000211,9,1900.2299524015846
ACC000211,10,1964.7807934364796
ACC000211,11,1556.8858911626292
ACC000211,12,1526.761663195057
ACC000212,1,1516.6573803479916
ACC000212,2,1127.323063617749
ACC000212,3,1042.2781452096795
ACC000212,4,908.8132974913232
ACC000212,5,1014.0509693419847
ACC000212,6,1314.3353851114489
ACC000212,7,1780.1852897134863
ACC000212,8,1519.0043298772825
ACC000212,9,1960.048287357412
ACC000212,10,2417.4615561890805
ACC000212,11,1985.6078293455619
ACC000212,12,1991.4752882674059
ACC000213,1,983.711797722336
ACC000213,2,449.11193358175666
ACC000213,3,215.11256601240413
ACC000213,4,115.08497772504967
ACC000213,5,222.20256671687034
ACC000213,6,555.467840043361
ACC000213,7,960.9226651799313
ACC000213,8,1228.327036978506
ACC000213,9,1234.6003757669819
ACC000213,10,1458.303927691119
ACC000213,11,1361.1204508610779
ACC000213,12,1041.6013075968185
ACC000214,1,737.1730271083743
ACC000214,2,499.6874682208862
ACC000214,3,372.77599366726685
ACC000214,4,348.17923062444197
ACC000214,5,380.7429087629048
ACC000214,6,502.16109980693034
ACC000214,7,798.1715016463049
ACC000214,8,1011.3759281343758
ACC000214,9,1032.0854220251874
ACC000214,10,1370.8535768169945
ACC000214,11,974.7647428319638
ACC000214,12,901.327497586075
ACC000215,1,718.4278448927465
ACC000215,2,520.4756428322612
ACC000215,3,380.1610738264314
ACC000215,4,349.77466414670215
ACC000215,5,310.5999162448264
ACC000215,6,487.54270005764636
ACC000215,7,774.0416636823048
ACC000215,8,1052.006175462996
ACC000215,9,1179.71006941993
ACC000215,10,1134.0101961109347
ACC000215,11,1091.1263854363353
ACC000215,12,1025.148490314964
ACC000216,1,1165.7914313335743
ACC000216,2,844.2153352138224
ACC000216,3,856.0718510508502
ACC000216,4,737.1028572755737
ACC000216,5,818.5485937544312
ACC000216,6,952.6568663697878
ACC000216,7,1199.6273732568095
ACC000216,8,1344.7474867533062
ACC000216,9,1758.0748229492779
ACC000216,10,1539.6206012683915
ACC000216,11,1515.5372976767242
ACC000216,12,1364.458695250581
ACC000217,1,1242.491244707771
ACC000217,2,927.2404078995305
ACC000217,3,567.9006123173936
ACC000217,4,517.2184667727865
ACC000217,5,572.448203614873
ACC000217,6,909.391283789634
ACC000217,7,1233.8184492794173
ACC000217,8,1764.749631201868
ACC000217,9,2346.0008471564734
ACC000217,10,1729.380903787353
ACC000217,11,1960.5983054582737
ACC000217,12,1624.790648982673
ACC000218,1,556.1689624973833
ACC000218,2,492.62792223941983
ACC000218,3,531.0095103987029
ACC000218,4,527.9107190551729
ACC000218,5,379.7082412068135
ACC000218,6,552.2884810314272
ACC000218,7,610.4262132605211
ACC000218,8,580.565557584958
ACC000218,9,899.9578807137564
ACC000218,10,925.2678991894339
ACC000218,11,791.8097015450132
ACC000218,12,795.6462235549104
ACC000219,1,1268.0582702070099
ACC000219,2,729.8776280772363
ACC000219,3,667.8214677418032
ACC000219,4,727.9740602802251
ACC000219,5,693.5362485637925
ACC000219,6,1065.84095263424
ACC000219,7,1195.8553624349072
ACC000219,8,1599.7941229700814
ACC000219,9,1352.4166617255435
ACC000219,10,1992.2184676431425
ACC000219,11,1914.4168062626643
ACC000219,12,1545.824252420156
ACC000220,1,855.0323351276761
ACC000220,2,904.3065746784484
ACC000220,3,576.4239996625563
ACC000220,4,571.8909831094635
ACC000220,5,507.583138858476
ACC000220,6,688.3056297923081
ACC000220,7,893.6631612702564
ACC000220,8,841.0533992773192
ACC000220,9,1606.8814854002453
ACC000220,10,1429.6004588483988
ACC000220,11,962.4767254021322
ACC000220,12,1424.159146053962
ACC000221,1,1077.5217844874985
ACC000221,2,713.3173882382202
ACC000221,3,530.3450269085164
ACC000221,4,451.1489311381899
ACC000221,5,431.5734952850479
ACC000221,6,776.3021268521188
ACC000221,7,888.9962453487203
ACC000221,8,1348.481019960752
ACC000221,9,1313.3284386282608
ACC000221,10,1410.9794391392898
ACC000221,11,1303.669015971072
ACC000221,12,1031.8519654770653
ACC000222,1,1201.312744058654
ACC000222,2,1017.1133650481935
ACC000222,3,674.9662880530494
ACC000222,4,542.1384228996816
ACC000222,5,647.5488320159243
ACC000222,6,832.4536455145233
ACC000222,7,1365.3979867372568
ACC000222,8,1171.2475874000386
ACC000222,9,1792.9587953606701
ACC000222,10,1896.472299002177
ACC000222,11,1925.1140437658205
ACC000222,12,1588.1950221143506
ACC000223,1,1196.9598915218364
ACC000223,2,745.1503925557791
ACC000223,3,517.8227199082619
ACC000223,4,463.88771590861666
ACC000223,5,602.4807444044302
ACC000223,6,714.4007409211644
ACC000223,7,1074.444934286018
ACC000223,8,1318.2277676909048
ACC000223,9,1629.7656874776212
ACC000223,10,1796.4665907942795
ACC000223,11,1636.272888558438
ACC000223,12,1392.6751617263637
ACC000224,1,760.4476314660559
ACC000224,2,436.80399095603275
ACC000224,3,317.78229291658766
ACC000224,4,194.55102571559743
ACC000224,5,271.22922294248656
ACC000224,6,447.00185702181204
ACC000224,7,724.6996817603726
ACC000224,8,997.9608254324736
ACC000224,9,1159.3002522542897
ACC000224,10,1356.345747058644
ACC000224,11,1229.921863687932
ACC000224,12,962.8793592756286
ACC000225,1,1074.510168129101
ACC000225,2,1060.102282064866
ACC000225,3,640.2900572383297
ACC000225,4,637.376774700886
ACC000225,5,548.9806365553424
ACC000225,6,691.3906098075183
ACC000225,7,938.3921838931535
ACC000225,8,1073.908331337981
ACC000225,9,1359.541252826652
ACC000225,10,1425.034160004972
ACC000225,11,1396.4242354140467
ACC000225,12,1269.1088215460968
ACC000226,1,930.2816380304528
ACC000226,2,659.4580641858796
ACC000226,3,446.7182442931854
ACC000226,4,321.2435472132038
ACC000226,5,453.8835695156932
ACC000226,6,619.744507839518
ACC000226,7,783.6189094209079
ACC000226,8,1055.4751143741091
ACC000226,9,1071.9751331001157
ACC000226,10,1332.397546365177
ACC000226,11,1254.0508436643488
ACC000226,12,1133.0715273300516
ACC000227,1,807.770817894445
ACC000227,2,599.9167126610575
ACC000227,3,539.855380887633
ACC000227,4,504.61568615614976
ACC000227,5,449.95000734360957
ACC000227,6,532.7834196368754
ACC000227,7,914.8876201563206
ACC000227,8,1145.5746751070092
ACC000227,9,1325.3546191592081
ACC000227,10,1174.3232086077642
ACC000227,11,1059.9589604542753
ACC000227,12,905.7968853145559
ACC000228,1,951.1740135447848
ACC000228,2,715.9554534800861
ACC000228,3,434.7548527492062
ACC000228,4,381.4762535324079
ACC000228,5,516.4226446484641
ACC000228,6,828.4611725771558
ACC000228,7,1049.6017337859525
ACC000228,8,1100.9591254629315
ACC000228,9,1793.1876483490787
ACC000228,10,1699.7090986007925
ACC000228,11,1478.2477498255148
ACC000228,12,1314.9952533485782
ACC000229,1,899.1144073270962
ACC000229,2,614.9422672391387
ACC000229,3,497.18921191695813
ACC000229,4,455.98903488839636
ACC000229,5,522.066661573963
ACC000229,6,867.8337201785488
ACC000229,7,734.9680823131737
ACC000229,8,1207.1563500570564
ACC000229,9,1395.6849117127197
ACC000229,10,1299.9670118803906
ACC000229,11,1654.4735359023439
ACC000229,12,1339.7334727998234
ACC000230,1,700.0894588481399
ACC000230,2,577.8220545448274
ACC000230,3,387.8563785869668
ACC000230,4,315.4898198999572
ACC000230,5,430.1578269882399
ACC000230,6,591.2968005534415
ACC000230,7,744.8710618522954
ACC000230,8,844.4138476139415
ACC000230,9,953.9522501233895
ACC000230,10,985.3127919854816
ACC000230,11,1197.8055052410373
ACC000230,12,817.3508050457115
ACC000231,1,805.9957844956513
ACC000231,2,797.0022295276783
ACC000231,3,778.1684249176974
ACC000231,4,759.8132131772968
ACC000231,5,835.7049351473769
ACC000231,6,627.7256984390912
ACC000231,7,797.6860910914313
ACC000231,8,986.3708266870198
ACC000231,9,1041.581195098049
ACC000231,10,1111.8835216193415
ACC000231,11,1059.313116036906
ACC000231,12,953.0820921693402
ACC000232,1,1086.3981103604383
ACC000232,2,874.1165057636726
ACC000232,3,586.961888677235
ACC000232,4,496.66894945844035
ACC000232,5,652.6182700838636
ACC000232,6,822.6947374986196
ACC000232,7,1143.058346274249
ACC000232,8,1339.3460726450044
ACC000232,9,1606.6474855240579
ACC000232,10,1804.0226303900454
ACC000232,11,1787.0666582821714
ACC000232,12,1172.1209074877238
ACC000233,1,486.2722854732233
ACC000233,2,255.13911192982434
ACC000233,3,116.07111401600993
ACC000233,4,99.48194579728329
ACC000233,5,163.25923357364778
ACC000233,6,262.60241134131354
ACC000233,7,349.7602028370027
ACC000233,8,521.2491482256399
ACC000233,9,743.198667913609
ACC000233,10,771.6712718177621
ACC000233,11,803.1962600046359
ACC000233,12,484.93705114716545
ACC000234,1,1086.791992561562
ACC000234,2,940.961729937194
ACC000234,3,763.5597863969309
ACC000234,4,602.2104849715142
ACC000234,5,674.7715353629592
ACC000234,6,1039.9074678396235
ACC000234,7,1451.0224903121834
ACC000234,8,1487.9907301390133
ACC000234,9,1921.0348277610085
ACC000234,10,2082.831247242897
ACC000234,11,1710.9247980913951
ACC000234,12,1729.3188243258828
ACC000235,1,744.1368058634264
ACC000235,2,718.2783064457823
ACC000235,3,714.1501940322505
ACC000235,4,585.8990915782097
ACC000235,5,604.1230384290909
ACC000235,6,592.7750724278484
ACC000235,7,752.8971633694549
ACC000235,8,725.5866745757619
ACC000235,9,948.401673726688
ACC000235,10,913.9418407311748
ACC000235,11,1013.890835720285
ACC000235,12,870.3657767414903
ACC000236,1,764.1030326656735
ACC000236,2,596.7312261546617
ACC000236,3,476.77034285851755
ACC000236,4,553.7330215425004
ACC000236,5,560.8093680193158
ACC000236,6,601.8717637175636
ACC000236,7,763.544444222205
ACC000236,8,1011.4620270290038
ACC000236,9,1069.6583319734243
ACC000236,10,917.5749718497447
ACC000236,11,1077.3657454900265
ACC000236,12,846.1194097628469
ACC000237,1,1010.1508362999758
ACC000237,2,1098.7189122505906
ACC000237,3,693.2561314994091
ACC000237,4,712.6633158861438
ACC000237,5,770.6213620554702
ACC000237,6,903.9707178727211
ACC000237,7,776.5864281140689
ACC000237,8,1226.0916728243683
ACC000237,9,1390.852730363145
ACC000237,10,1274.2695516432086
ACC000237,11,1372.8492261935264
ACC000237,12,1369.027964839008
ACC000238,1,1041.8176567193184
ACC000238,2,673.2667714764865
ACC000238,3,550.1985988849339
ACC000238,4,535.4814920173461
ACC000238,5,613.5233809114355
ACC000238,6,577.27312641419
ACC000238,7,775.225488055773
ACC000238,8,1334.5514057417895
ACC000238,9,1307.1474782623127
ACC000238,10,1392.933994712775
ACC000238,11,1304.8638925498446
ACC000238,12,1304.9292830483018
ACC000239,1,762.629418942989
ACC000239,2,575.0403644709464
ACC000239,3,563.8861322520264
ACC000239,4,473.9750120791327
ACC000239,5,582.65632995527
ACC000239,6,620.4139361941654
ACC000239,7,866.5341788410266
ACC000239,8,894.4060196237939
ACC000239,9,945.2821424832321
ACC000239,10,890.6014446050485
ACC000239,11,999.274269897015
ACC000239,12,905.2129172399094
ACC000240,1,797.2508092529145
ACC000240,2,632.7296626323554
ACC000240,3,400.0809904077331
ACC000240,4,312.5651858170317
ACC000240,5,417.02908219226026
ACC000240,6,648.7334326285477
ACC000240,7,908.2973784318367
ACC000240,8,1653.8434031544175
ACC000240,9,1523.5963889303612
ACC000240,10,1956.1740955019777
ACC000240,11,1628.542007332407
ACC000240,12,1351.566429858716
ACC000241,1,1114.375886509165
ACC000241,2,841.4713357699115
ACC000241,3,715.1383273365536
ACC000241,4,618.4565424686292
ACC000241,5,673.3858176963579
ACC000241,6,948.1078030267643
ACC000241,7,1072.1206685940504
ACC000241,8,1422.4067267547239
ACC000241,9,1886.6923597362045
